category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
COMPARTMENTS	GOCC:0005622	66	11512	9606	DRG2,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	6.79e-09	1.56e-05	Intracellular	4.806875401645539	0.1934514285684299	0.9298969133987747
COMPARTMENTS	GOCC:0005737	53	8195	9606	DRG2,SDF2L1,SHFL,OASL,MTFP1,VPS50,STAT2,MICOS10,TBK1,MX2,LIPA,ZC3H15,GSPT2,OAS2,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,ARFRP1,WASHC1,ISG15	DRG2,SDF2L1,SHFL,OASL,MTFP1,VPS50,STAT2,MICOS10,TBK1,MX2,LIPA,ZC3H15,GSPT2,OAS2,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,ARFRP1,WASHC1,ISG15	1.77e-07	0.0002	Cytoplasm	3.6989700043360187	0.24578518564938123	0.9091520292272208
COMPARTMENTS	GOCC:0110165	69	14060	9606	DRG2,APOC3,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,APOC3,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,WASHC1,ARHGEF7,ISG15	3.03e-06	0.0023	Cellular anatomical entity	2.638272163982407	0.12592204400856022	0.33221662353955206
COMPARTMENTS	GOCC:0043227	53	9083	9606	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,FABP3,SDHD,GPC6,COX7A2L,RIGI,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,OAS1,S100A13,IFT27,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,MGST2,ARFRP1,WASHC1,ISG15	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,FABP3,SDHD,GPC6,COX7A2L,DDX58,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,OAS1,S100A13,IFT27,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,MGST2,ARFRP1,WASHC1,ISG15	8.1e-06	0.0047	Membrane-bounded organelle	2.3279021420642825	0.201104829367517	0.46815236306411484
COMPARTMENTS	GOCC:0043226	56	10113	9606	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,FABP3,SDHD,GPC6,COX7A2L,RIGI,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,OAS1,S100A13,IFT27,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,FABP3,SDHD,GPC6,COX7A2L,DDX58,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,OAS1,S100A13,IFT27,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	1.58e-05	0.0073	Organelle	2.136677139879544	0.1783662937206761	0.38111118231800895
COMPARTMENTS	GOCC:0043231	48	8162	9606	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,SDHD,GPC6,COX7A2L,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,MGST2,ARFRP1,WASHC1,ISG15	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,SDHD,GPC6,COX7A2L,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,MGST2,ARFRP1,WASHC1,ISG15	4.19e-05	0.0161	Intracellular membrane-bounded organelle	1.7931741239681502	0.20450292089344516	0.3667093460220314
COMPARTMENTS	GOCC:0043229	52	9609	9606	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,SDHD,GPC6,COX7A2L,RIGI,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,SDF2L1,SHFL,GINS2,OASL,MTFP1,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,TBK1,MORF4L1,MX2,LIPA,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,SDHD,GPC6,COX7A2L,DDX58,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,TMBIM1,EBP,PTDSS1,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	0.00015	0.0496	Intracellular organelle	1.3045183235098026	0.16838342420642502	0.21965926225260549
Process	GO:0034340	9	52	9606	SHFL,STAT2,TBK1,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	SHFL,STAT2,TBK1,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	1.29e-12	2.03e-08	Response to type I interferon	7.692503962086787	1.6732974397596359	12.871847185100677
Process	GO:0045071	8	56	9606	SHFL,OASL,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	SHFL,OASL,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	9.76e-11	7.65e-07	Negative regulation of viral genome replication	6.116338564846383	1.5899602339408532	9.724735095424617
Process	GO:0051607	12	252	9606	SHFL,OASL,STAT2,TBK1,MX2,OAS2,IFIT1,RIGI,MX1,IFITM3,OAS1,ISG15	SHFL,OASL,STAT2,TBK1,MX2,OAS2,IFIT1,DDX58,MX1,IFITM3,OAS1,ISG15	2.63e-10	1.38e-06	Defense response to virus	5.860120913598763	1.1128389792211908	6.521370975601999
Process	GO:0071357	6	44	9606	STAT2,TBK1,OAS2,IFIT1,IFITM3,OAS1	STAT2,TBK1,OAS2,IFIT1,IFITM3,OAS1	3.12e-08	6.11e-05	Cellular response to type I interferon	4.213958789757446	1.5697568478525663	6.614890666790264
Process	GO:0070106	4	7	9606	OASL,OAS2,MX1,OAS1	OASL,OAS2,MX1,OAS1	5.85e-08	0.0001	interleukin-27-mediated signaling pathway	4.0	2.1920202252688155	8.768080901075262
Process	GO:0006950	31	3358	9606	SDF2L1,SHFL,GINS2,OASL,SETD7,ERCC3,JUNB,STAT2,TBK1,MORF4L1,MX2,LIPA,OAS2,MT-ND4,MT-ND3,HMGN2,SLC30A10,IFIT1,SDHD,RIGI,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,IFI35,SERPINB2,EIF2B1,PARP14,ISG15	SDF2L1,SHFL,GINS2,OASL,SETD7,ERCC3,JUNB,STAT2,TBK1,MORF4L1,MX2,LIPA,OAS2,MT-ND4,MT-ND3,HMGN2,SLC30A10,IFIT1,SDHD,DDX58,QRICH1,PIP4P1,MX1,IFITM3,CERT1,OAS1,IFI35,SERPINB2,EIF2B1,PARP14,ISG15	4.78e-07	0.00062	Response to stress	3.207608310501746	0.40033927598735275	1.2841315886772848
Process	GO:0032728	5	41	9606	TBK1,OAS2,RIGI,OAS1,ISG15	TBK1,OAS2,DDX58,OAS1,ISG15	7.78e-07	0.00094	Positive regulation of interferon-beta production	3.0268721464003012	1.5212444215713934	4.604612367521288
Process	GO:0045087	14	754	9606	SHFL,OASL,STAT2,TBK1,MX2,OAS2,IFIT1,RIGI,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	SHFL,OASL,STAT2,TBK1,MX2,OAS2,IFIT1,DDX58,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	8.28e-07	0.00094	Innate immune response	3.0268721464003012	0.703814963763574	2.1303579100356993
Process	GO:0060337	5	42	9606	STAT2,TBK1,OAS2,IFITM3,OAS1	STAT2,TBK1,OAS2,IFITM3,OAS1	8.69e-07	0.00094	Type I interferon signaling pathway	3.0268721464003012	1.5107789878932285	4.572934837820851
Process	GO:0002376	23	2121	9606	SHFL,OASL,JUNB,STAT2,TBK1,MX2,LIPA,OAS2,ARIH2,HMGN2,IFIT1,RIGI,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,EIF2B1,EBP,PARP14,ARHGEF7,ISG15	SHFL,OASL,JUNB,STAT2,TBK1,MX2,LIPA,OAS2,ARIH2,HMGN2,IFIT1,DDX58,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,EIF2B1,EBP,PARP14,ARHGEF7,ISG15	1.93e-06	0.0019	Immune system process	2.721246399047171	0.47024544145614106	1.2796537142308713
Process	GO:0140374	4	22	9606	IFIT1,RIGI,MX1,OAS1	IFIT1,DDX58,MX1,OAS1	2.54e-06	0.0023	Antiviral innate immune response	2.638272163982407	1.6946955844608662	4.471068186906999
Process	GO:0098542	15	989	9606	SHFL,OASL,STAT2,TBK1,MX2,OAS2,HMGN2,IFIT1,RIGI,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	SHFL,OASL,STAT2,TBK1,MX2,OAS2,HMGN2,IFIT1,DDX58,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	3.78e-06	0.0033	Defense response to other organism	2.4814860601221125	0.6159532414136119	1.528479382254908
Process	GO:0006955	17	1321	9606	SHFL,OASL,STAT2,TBK1,MX2,OAS2,HMGN2,IFIT1,RIGI,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,PARP14,ISG15	SHFL,OASL,STAT2,TBK1,MX2,OAS2,HMGN2,IFIT1,DDX58,MX1,IFITM3,CERT1,OAS1,S100A13,IFI35,PARP14,ISG15	6.76e-06	0.005	Immune response	2.3010299956639813	0.5446043777188567	1.253151008901006
Process	GO:0002831	9	361	9606	OASL,STAT2,TBK1,IFIT1,RIGI,OAS1,IFI35,PARP14,ISG15	OASL,STAT2,TBK1,IFIT1,DDX58,OAS1,IFI35,PARP14,ISG15	9.66e-06	0.0069	Regulation of response to biotic stimulus	2.161150909262745	0.831793581488777	1.7976314549533854
Process	GO:0060700	3	10	9606	OASL,OAS2,OAS1	OASL,OAS2,OAS1	1.4e-05	0.0096	Regulation of ribonuclease activity	2.0177287669604316	1.9121795286747725	3.858259642599928
Process	GO:0060338	4	40	9606	STAT2,TBK1,OAS1,ISG15	STAT2,TBK1,OAS1,ISG15	2.19e-05	0.0143	Regulation of type I interferon-mediated signaling pathway	1.8446639625349381	1.43505827395511	2.6472002821025824
Process	GO:0019646	5	87	9606	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	2.44e-05	0.0153	Aerobic electron transport chain	1.8153085691824011	1.1945090256725104	2.168402470269029
