category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
COMPARTMENTS	GOCC:0005622	124	11512	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GMPR,GALC,PALS1,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,MVD,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,NFIA,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,RIGI,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GMPR,GALC,MPP5,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,MVD,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,NFIA,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	6.41e-13	1.48e-09	Intracellular	8.829738284605043	0.17803758579605927	1.5720252874021194
COMPARTMENTS	GOCC:0005737	100	8195	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,GALC,PALS1,KRT10,RHOB,SPC25,VCAM1,DTX3L,MVD,ANTXR1,XPO6,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SMDT1,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,IFIT1,IFIT3,DOLK,FABP3,TAP2,SDHD,COL4A1,GPC6,FUNDC1,RIGI,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HFE,PARP14,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,GALC,MPP5,KRT10,RHOB,SPC25,VCAM1,DTX3L,MVD,ANTXR1,XPO6,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SMDT1,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,IFIT1,IFIT3,DOLK,FABP3,TAP2,SDHD,COL4A1,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HFE,PARP14,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	1.64e-11	1.89e-08	Cytoplasm	7.723538195826756	0.2322177236558551	1.7935424584039394
COMPARTMENTS	GOCC:0043231	98	8162	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,GTF3C3,KRT10,RHOB,MMS22L,GATAD1,CPSF4,VCAM1,DTX3L,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT3,GTF3C4,DOLK,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,TRIM22,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFI35,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,MGST2,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,GTF3C3,KRT10,RHOB,MMS22L,GATAD1,CPSF4,VCAM1,DTX3L,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT3,GTF3C4,DOLK,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,TRIM22,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFI35,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,MGST2,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	1.2e-10	9.22e-08	Intracellular membrane-bounded organelle	7.035269078946371	0.22519616681761573	1.5843156291092206
COMPARTMENTS	GOCC:0043227	104	9083	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,PALS1,GTF3C3,KRT10,RHOB,MMS22L,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,RIGI,TRIM22,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFT27,IFI35,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,MGST2,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,KRT10,RHOB,MMS22L,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,TRIM22,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFT27,IFI35,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,MGST2,ARFRP1,WASHC1,IFIT2,ISG15,IFIH1	2.22e-10	1.28e-07	Membrane-bounded organelle	6.892790030352131	0.20457070667277122	1.4100629274561676
COMPARTMENTS	GOCC:0043226	110	10113	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,PALS1,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,RIGI,TRIM22,TRIM5,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFT27,IFI35,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,TRIM22,TRIM5,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFT27,IFI35,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	6.46e-10	2.97e-07	Organelle	6.527243550682788	0.1822793594799637	1.1897817735881826
COMPARTMENTS	GOCC:0043229	106	9609	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,RIGI,TRIM22,TRIM5,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFI35,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,H2AC20,COL7A1,MFSD10,MX2,LIPA,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,DPCD,AFF2,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,TRIM22,TRIM5,IGFBP3,VLDLR,CLCN7,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,DPAGT1,OAS1,IFI35,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EBP,HELZ2,HFE,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	1.29e-09	4.96e-07	Intracellular organelle	6.304518323509803	0.188394353443659	1.1877356533313304
COMPARTMENTS	GOCC:0110165	130	14060	9606	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,LAMA4,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,MATN2,CMPK2,OASL,IMP4,BCAR3,GALC,PALS1,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,MVD,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,JAG2,H2AC20,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,MPZL1,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,NFIA,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,RIGI,SAMD9,TRIM22,TRIM5,EMILIN1,IGFBP3,VLDLR,ARHGAP5,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,LAMA4,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,MATN2,CMPK2,OASL,IMP4,BCAR3,GALC,MPP5,GTF3C3,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,MVD,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,APOBEC3B,SMDT1,JAG2,H2AC20,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,MPZL1,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,NFIA,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,EMILIN1,IGFBP3,VLDLR,ARHGAP5,CLCN7,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1	3.31e-08	1.09e-05	Cellular anatomical entity	4.962573502059376	0.11172471318540457	0.5544421011790726
COMPARTMENTS	GOCC:0098803	7	88	9606	CPSF4,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	CPSF4,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	5.94e-06	0.0017	Respiratory chain complex	2.769551078621726	1.0463820494264613	2.898008533639468
COMPARTMENTS	GOCC:0005746	6	78	9606	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	3.36e-05	0.0077	Mitochondrial respirasome	2.113509274827518	1.0318233292555363	2.180768176364984
COMPARTMENTS	GOCC:0012505	42	3156	9606	CLIC5,CNIH1,TMEM147,UNC93B1,WDR77,KRT1,XPO7,BST2,GTF3C3,RHOB,VCAM1,ANTXR1,COL3A1,VPS50,COMMD1,VPS41,MFSD10,MX2,ATP7A,TAP1,DOLK,TAP2,COL4A1,GPC6,IGFBP3,VLDLR,SLC30A5,MX1,IFITM3,CERT1,DPAGT1,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HFE,PTDSS1,C17orf75,ARFRP1,WASHC1,IFIT2	CLIC5,CNIH1,TMEM147,UNC93B1,WDR77,KRT1,XPO7,BST2,GTF3C3,RHOB,VCAM1,ANTXR1,COL3A1,VPS50,COMMD1,VPS41,MFSD10,MX2,ATP7A,TAP1,DOLK,TAP2,COL4A1,GPC6,IGFBP3,VLDLR,SLC30A5,MX1,IFITM3,CERT1,DPAGT1,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HFE,PTDSS1,C17orf75,ARFRP1,WASHC1,IFIT2	5.77e-05	0.0121	Endomembrane system	1.91721462968355	0.2698789774228908	0.5174159237592028
